Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_001485,DUF3237 domain-containing protein,0.2052551217230371,DUF3237 domain-containing protein [0.2053] | DUF3237 family protein [0.1184] | Jacalin-type lectin domain-containing protein [0.1050] | DUF3277 family protein [0.0512] | DUF3277 domain-containing protein [0.0333] | DUF3616 domain-containing protein [0.0153] | DUF124 domain-containing protein [0.0109] | Hypothetical protein [0.0084] | PPC domain-containing protein [0.0078] | TFIIIC_sub6 domain-containing protein [0.0071]
B9J08_001486,RWD domain-containing protein,0.384642320065257,RWD domain-containing protein [0.3846] | CHY-type domain-containing protein [0.2173] | CHY zinc finger domain-containing protein [0.0823] | CHY zinc finger domain containing protein [0.0242] | CHY zinc finger domain protein [0.0237] | RWD domain-containing protein 2B [0.0114] | MSP domain-containing protein [0.0095] | DUF3794 domain-containing protein [0.0058] | CHY zinc finger protein [0.0054] | RWD domain-containing protein 1 [0.0052]
B9J08_001490,Synaptonemal complex protein 2,0.0728316730420065,Synaptonemal complex protein 2 [0.0728] | Fasciculation and elongation protein zeta-1 [0.0562] | S100P-binding protein [0.0424] | RING-type domain-containing protein [0.0333] | E3 ubiquitin-protein ligase RNF216 [0.0212] | Synaptonemal complex protein 2-like [0.0124] | Exocyst complex component Sec8 [0.0107] | Protein unc-13 homolog A [0.0104] | LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase RNF216 [0.0081] | E3 ubiquitin-protein ligase RNF31 [0.0080]
B9J08_001491,TRC8_N domain-containing protein,0.0551052931829507,TRC8_N domain-containing protein [0.0551] | Protein RFT1 homolog [0.0514] | GPI ethanolamine phosphate transferase 2 [0.0473] | Hypothetical_protein_-_conserved [0.0423] | Pecanex-like protein [0.0370] | EXS domain-containing protein [0.0288] | TLC domain-containing protein [0.0234] | Hypothetical_protein [0.0228] | GPI ethanolamine phosphate transferase 1 [0.0107] | N-acetylglucosaminyl transferase component [0.0088]
B9J08_001500,Hypothetical protein,0.0515368028361553,Hypothetical protein [0.0515] | Ovule protein [0.0380] | Hypothetical membrane protein [0.0242] | ATPase [0.0201] | ATP synthase F0 subunit 8 [0.0194] | DUF4870 domain-containing protein [0.0177] | Conserved domain protein [0.0142] | ATP synthase F0 subunit 6 [0.0105] | Sugar ABC transporter permease [0.0077] | ATP synthase subunit 8 [0.0070]
B9J08_001517,Mitotic interactor and substrate of PLK1,0.0820372993928346,Mitotic interactor and substrate of PLK1 [0.0820] | Mitotic checkpoint serine/threonine-protein kinase BUB1 [0.0498] | (pine wood nematode) hypothetical protein [0.0205] | M-phase phosphoprotein 8 [0.0149] | ZM domain-containing protein [0.0109] | ELM2 and SANT domain-containing protein 1 [0.0083] | Nuclear receptor coactivator 6 [0.0070] | Mitotic interactor and substrate of PLK1-like [0.0023] | M-phase phosphoprotein 9 [0.0018] | Mitotic phosphoprotein [0.0018]
B9J08_001520,GPI anchored protein,0.0766131417004581,"GPI anchored protein [0.0766] | Secreted protein [0.0713] | Str. FM013 [0.0470] | Cell wall protein [0.0284] | GPI anchored protein, [0.0196] | GPI-anchored protein [0.0179] | Expressed protein [0.0162] | DUF1775 domain-containing protein [0.0108] | GPI-anchored protein 26 [0.0093] | GPI-anchored protein 10 [0.0085]"
B9J08_001522,3'-5' exonuclease domain-containing protein,0.3369615547220635,3'-5' exonuclease domain-containing protein [0.3370] | DNA-directed DNA polymerase [0.0998] | DUF2779 domain-containing protein [0.0737] | POLAc domain-containing protein [0.0427] | DUF2220 domain-containing protein [0.0410] | EC:2.7.7.7 [0.0363] | Exonuclease mut-7-like protein [0.0214] | DNA polymerase I [0.0206] | DNA polymerase [0.0160] | 3'-5' exonuclease [0.0074]
B9J08_001548,MFS_1_like domain-containing protein,0.127270387342939,"MFS_1_like domain-containing protein [0.1273] | ADP,ATP carrier protein [0.0560] | Major facilitator superfamily protein [0.0417] | Major facilitator superfamily transporter [0.0330] | MFS transporter [0.0215] | MFS domain-containing protein [0.0198] | Peptide/nitrate transporter [0.0179] | Major facilitator superfamily domain, general substrate transporter [0.0163] | Protein ZINC INDUCED FACILITATOR-LIKE 1 [0.0137] | Proton-dependent oligopeptide transporter family [0.0129]"
B9J08_001549,Secreted protein,0.0285731969815047,"Secreted protein [0.0286] | Fit3p [0.0184] | Cell wall protein [0.0149] | GPI anchored protein [0.0144] | WGS project CCBQ000000000 data, contig 00106 [0.0067] | GPI anchored protein, [0.0067] | WGS project CCBQ000000000 data, contig 00015 [0.0057] | WGS project CCBQ000000000 data, contig 00016 [0.0037] | WGS project CBMI000000000 data, contig [0.0035] | WGS project CCBQ000000000 data, contig 00107 [0.0033]"
B9J08_001551,Fit3p,0.0551109165876611,"Fit3p [0.0551] | Secreted protein [0.0265] | Fit2p [0.0139] | Conserved protein [0.0138] | Fit3-like protein [0.0065] | WGS project CCBQ000000000 data, contig 00015 [0.0034] | Fit3 [0.0029] | WGS project CCBQ000000000 data, contig 00106 [0.0029] | Fit2 [0.0022] | WGS project CCBQ000000000 data, contig 00107 [0.0016]"
B9J08_001556,Hypothetical protein,0.073293688916432,Hypothetical protein [0.0733] | (pine wood nematode) hypothetical protein [0.0519] | Hypothetical_protein [0.0426] | Swi3 domain-containing protein [0.0152] | DUF4211 domain-containing protein [0.0088] | Serine/threonine protein kinase [0.0052] | DUF4218 domain-containing protein [0.0033] | Coiled-coil domain-containing protein [0.0032] | Ubiquitin-like-specific protease ESD4 [0.0032] | ATP-dependent DNA helicase [0.0030]
B9J08_001617,Hypothetical_protein,0.0587400869162623,"Hypothetical_protein [0.0587] | Sds3-like protein [0.0430] | Sds3-like-domain-containing protein [0.0424] | Sds3p [0.0368] | Breast cancer metastasis-suppressor 1-like protein [0.0215] | Sds3-like [0.0134] | Sds3 [0.0124] | Coiled-coil domain-containing protein [0.0113] | WGS project CCBQ000000000 data, contig 00015 [0.0109] | Breast carcinoma amplified sequence 2 [0.0107]"
B9J08_001638,Complex 1 LYR protein,0.4023341912419908,"Complex 1 LYR protein [0.4023] | Complex 1 protein [0.0920] | Complex 1 protein (LYR family) protein [0.0423] | Complex 1 LYR-like protein [0.0306] | Complex 1 protein (LYR family), [0.0226] | Complex 1 protein (LYR family) [0.0200] | Hypothetical_protein [0.0168] | Complex 1 lyr protein [0.0094] | LYR motif-containing protein 5 [0.0093] | Complex 1 protein, LYR family protein [0.0081]"
B9J08_001639,(pine wood nematode) hypothetical protein,0.049319539464577,"(pine wood nematode) hypothetical protein [0.0493] | Hypothetical protein [0.0216] | Actin-binding, cofilin/tropomyosin type [0.0134] | Myotubularin phosphatase domain-containing protein [0.0134] | Protein spaetzle [0.0025] | DNA_pol_E_B domain-containing protein [0.0012] | Actin-binding protein anillin [0.0011] | Actin-binding Rho-activating protein [0.0009] | Actin-related protein 2/3 complex subunit 3 [0.0009] | Actin-related protein 2/3 complex subunit 5 [0.0008]"
B9J08_001659,A-agglutinin anchorage subunit,0.0037264065337922,A-agglutinin anchorage subunit [0.0037] | A-agglutinin anchorage subunit-like [0.0013] | A-agglutinin anchorage subunit-like protein [0.0001] | EM14S01-3B_G0010840.mRNA.1.CDS.1 [0.0001] | EM14S01-3B_G0019840.mRNA.1.CDS.1 [0.0001] | EM14S01-3B_G0019970.mRNA.1.CDS.1 [0.0001] | EM14S01-3B_G0019910.mRNA.1.CDS.1 [0.0001] | EM14S01-3B_G0010640.mRNA.1.CDS.1 [0.0001] | EM14S01-3B_G0010010.mRNA.1.CDS.1 [0.0001] | EM14S01-3B_G0010910.mRNA.1.CDS.1 [0.0001]
B9J08_001663,Str. FM013,0.0496787405891258,"Str. FM013 [0.0497] | Hypothetical protein [0.0414] | Similar to [0.0217] | Expressed conserved protein [0.0195] | Expressed protein [0.0114] | WGS project CBMI000000000 data, contig [0.0100] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0039] | WGS project CBMG000000000 data, contig CS5907- [0.0033] | Serine-rich protein [0.0033] | Serine/arginine repetitive matrix protein 1-like [0.0020]"
B9J08_001666,Spindle assembly checkpoint component MAD1,0.0309522123043406,Spindle assembly checkpoint component MAD1 [0.0310] | Hypothetical protein [0.0273] | IQ domain-containing protein G [0.0204] | Spindle pole body protein ppc89 [0.0201] | Trichoplein keratin filament-binding protein [0.0180] | T-SNARE coiled-coil homology domain-containing protein [0.0158] | Spindle pole body-associated protein sad1 [0.0129] | IQ calmodulin-binding motif family protein [0.0083] | Calponin homology domain-containing protein DDB_G0272472 [0.0068] | Trichoplein keratin filament-binding protein-like [0.0059]
B9J08_001680,(thale cress) hypothetical protein,0.0597807440188624,"(thale cress) hypothetical protein [0.0598] | Secreted protein [0.0482] | Ovule protein [0.0321] | Hypothetical_protein [0.0306] | Transmembrane protein [0.0134] | Transmembrane protein, [0.0130] | Nodulin-like domain-containing protein [0.0111] | Membrane protein insertase YidC [0.0091] | Nodulin-16 [0.0072] | PREDICTED: unnamed product [0.0072]"
B9J08_001683,Mitochondrial ribosomal small subunit component,0.0568697067825125,"Mitochondrial ribosomal small subunit component [0.0569] | Mitochondrial ribosomal small subunit component protein [0.0506] | MRP-S28 domain-containing protein [0.0478] | Hypothetical_protein [0.0379] | Mitochondrial ribosomal subunit protein [0.0373] | Mitochondrial ribosomal subunit protein-domain-containing protein [0.0141] | Mitochondrial ribosomal small subunit protein [0.0124] | 54S ribosomal protein L40, mitochondrial [0.0118] | 54S ribosomal protein L41, mitochondrial [0.0117] | 54S ribosomal protein L36, mitochondrial [0.0111]"
B9J08_001700,THO complex subunit 5,0.0806480913128856,THO complex subunit 5 [0.0806] | Hypothetical_protein [0.0301] | THO complex subunit 5-like protein [0.0165] | J domain-containing protein [0.0122] | Hypothetical protein [0.0115] | THO complex subunit 5B [0.0087] | THO complex subunit 5 homolog [0.0065] | DUF4708 domain-containing protein [0.0052] | Centrosomal protein of 44 kDa [0.0051] | C2H2-type domain-containing protein [0.0048]
B9J08_001714,(pine wood nematode) hypothetical protein,0.0531272769387199,(pine wood nematode) hypothetical protein [0.0531] | Hypothetical protein [0.0289] | Ovule protein [0.0175] | Cyclin-dependent kinase inhibitor [0.0107] | SORF4 [0.0055] | F-box only protein 43 [0.0043] | Cyclin-dependent kinase inhibitor family protein [0.0036] | SORF11 [0.0033] | F-box protein [0.0028] | F-box only protein 43-like [0.0026]
B9J08_001719,Hypothetical protein,0.0625187629015877,Hypothetical protein [0.0625] | AH domain-containing protein [0.0211] | DUF632 domain-containing protein [0.0155] | Sld5 domain-containing protein [0.0116] | Exocyst complex component Sec8 [0.0083] | Protein FAM92A1 [0.0057] | General transcription factor II-I repeat domain-containing protein 2B [0.0055] | General transcription factor II-I repeat domain-containing protein 2B-like [0.0054] | General transcription factor II-I repeat domain-containing protein 2 [0.0054] | Protein FAM92A [0.0035]
B9J08_001725,Hypothetical protein,0.061712985039997,Hypothetical protein [0.0617] | Hypothetical_protein [0.0151] | Similar to [0.0099] | Transcriptional regulator [0.0061] | Ankyrin repeat protein [0.0039] | UPF0325 protein YaeH [0.0039] | Coiled-coil domain-containing protein [0.0034] | Coiled-coil protein [0.0033] | Transcription factor [0.0031] | Ankyrin repeat domain-containing protein [0.0018]
B9J08_001731,WPP domain-associated protein,0.1348922495499038,WPP domain-associated protein [0.1349] | DUF4201 domain-containing protein [0.0673] | WPP domain-associated protein-like [0.0449] | NAB domain-containing protein [0.0404] | WPP domain-interacting protein 2 [0.0217] | Detected protein of confused Function [0.0091] | WPP domain-interacting protein 2-like [0.0089] | Protein MRVI1 [0.0080] | WPP domain-interacting protein 1 [0.0068] | WPP domain-interacting protein [0.0050]
B9J08_001746,GTD-binding domain-containing protein,0.0478155528123708,GTD-binding domain-containing protein [0.0478] | Protein MICROTUBULE BINDING PROTEIN 2C-like [0.0255] | Ovate family protein [0.0210] | EB1 C-terminal domain-containing protein [0.0173] | Ovule protein [0.0171] | Protein MICROTUBULE BINDING PROTEIN 2C [0.0158] | Protein ECM11 [0.0118] | Swi5-dependent recombination DNA repair protein 1 homolog [0.0107] | Protein BIG GRAIN 1-like A [0.0096] | Protein BIG GRAIN 1-like B [0.0046]
B9J08_001750,Collagen triple helix repeat protein,0.0482451235027479,Collagen triple helix repeat protein [0.0482] | Collagen triple helix repeat-containing protein [0.0356] | Collagen-like protein 2 [0.0330] | Collagen-like protein [0.0271] | Collagen-like protein 7 [0.0248] | Suprabasin [0.0233] | S-antigen protein [0.0148] | Translation initiation factor IF-2 [0.0143] | Circumsporozoite protein [0.0130] | Triple helix repeat-containing collagen [0.0125]
B9J08_001751,Hypothetical_protein,0.0309298528698098,"Hypothetical_protein [0.0309] | Related to GYP5-GTPase-activating protein (GAP) [0.0174] | WGS project CABT00000000 data, contig 2.1 [0.0160] | WGS project CABT00000000 data, contig 2.3 [0.0156] | Peroxin-14 [0.0136] | Peroxisomal membrane anchor protein [0.0122] | Related to vesicular transport-related protein [0.0119] | WGS project CBMI000000000 data, contig [0.0112] | WGS project CABT00000000 data, contig 2.2 [0.0107] | DUF2335 domain-containing protein [0.0101]"
B9J08_001755,Conjugal transfer protein TraG,0.0757334084707867,Conjugal transfer protein TraG [0.0757] | Bestrophin homolog [0.0428] | EXS domain-containing protein [0.0228] | TraG protein [0.0176] | EC:2.4.1.109 [0.0133] | EC:2.7.8.5 [0.0129] | Type-1 secretion protein [0.0110] | Type IV secretion system protein VirD4 [0.0095] | Type IV secretion system protein VirB3 [0.0067] | Type IV secretory system Conjugative DNA transfer family protein [0.0052]
B9J08_001760,Hypothetical_protein,0.0341993432070881,Hypothetical_protein [0.0342] | Hypothetical protein [0.0318] | RGS domain-containing protein [0.0226] | CACTA en-spm transposon protein [0.0195] | (thale cress) hypothetical protein [0.0119] | Paired amphipathic helix protein Sin3-like 3 [0.0083] | Transcription initiation factor TFIID subunit 8 [0.0081] | (pine wood nematode) hypothetical protein [0.0077] | Paired amphipathic helix protein Sin3-like 2 [0.0077] | Paired amphipathic helix [0.0057]
B9J08_001781,Polyprotein,0.0397990024463625,"Polyprotein [0.0398] | Glycoprotein [0.0387] | Transmembrane protein, [0.0283] | Transmembrane protein [0.0201] | RxLR effector candidate protein [0.0122] | Profilin [0.0119] | Conserved secreted protein [0.0114] | RxLR effector protein [0.0099] | ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase [0.0094] | Transmembrane domain-containing protein [0.0057]"
B9J08_001792,CYSTM domain-containing protein,0.1841888296698142,CYSTM domain-containing protein [0.1842] | Str. FM013 [0.0760] | PLAC8 family protein [0.0398] | Defensin-like protein [0.0327] | 4Fe-4S ferredoxin-type domain-containing protein [0.0224] | Hypothetical protein [0.0209] | Cysteine-rich motor neuron 1 protein [0.0177] | Cysteine-rich motor neuron 1 protein-like [0.0156] | Cysteine-rich CWC family protein [0.0130] | (pine wood nematode) hypothetical protein [0.0122]
B9J08_001812,DUF1769-domain-containing protein,0.2839906123562737,DUF1769-domain-containing protein [0.2840] | Str. FM013 [0.0272] | TF-B3 domain-containing protein [0.0225] | BAH domain-containing protein [0.0182] | Transcription initiation factor TFIID subunit 1 [0.0140] | DUF3506 domain-containing protein [0.0103] | (pine wood nematode) hypothetical protein [0.0099] | DUF3769 domain-containing protein [0.0052] | Transcription initiation factor TFIID subunit [0.0051] | Transcription initiation factor TFIID subunit 11 [0.0039]
B9J08_001830,Secreted protein,0.0713662983478079,Secreted protein [0.0714] | Opaque-phase-specific protein OP4 [0.0548] | Aggrecan core protein [0.0302] | Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 [0.0253] | GPI-anchored protein 17 [0.0249] | GPI-anchored protein [0.0243] | GPI-anchored protein pfl2 [0.0220] | Conserved secreted protein [0.0200] | Cell wall protein TIR3 [0.0154] | GPI-anchored protein 13 [0.0135]
B9J08_001831,Opaque-phase-specific protein OP4,0.1737010610054227,Opaque-phase-specific protein OP4 [0.1737] | WSN domain-containing protein [0.1262] | Secreted protein [0.0560] | Cell wall protein [0.0206] | Str. FM013 [0.0122] | Similar to [0.0121] | Protein G12 [0.0108] | Cell wall mannoprotein 1 [0.0089] | Secreted RxLR effector peptide protein [0.0071] | ABC transporter domain-containing protein [0.0070]
B9J08_001862,Fungal_trans domain-containing protein,0.1044262700986118,Fungal_trans domain-containing protein [0.1044] | Fungal-specific transcription factor domain-containing protein [0.0481] | MYND-type domain-containing protein [0.0217] | Fungal specific transcription factor domain-containing protein [0.0172] | Tachykinin family protein [0.0130] | Fungal specific transcription factor [0.0092] | Tachykinin family [0.0088] | Fungal-trans domain containing protein [0.0083] | Fungal specific transcription factor domain containing protein [0.0083] | Cytochrome P450 [0.0082]
B9J08_001866,EC:2.7.7.6,0.0239675590895815,"EC:2.7.7.6 [0.0240] | HDAC_interact domain-containing protein [0.0184] | Reverse transcriptase domain-containing protein [0.0171] | Transcription initiation factor TFIID subunit 1 [0.0119] | RNA polymerase [0.0118] | RNA-directed RNA polymerase [0.0088] | WGS project CCBQ000000000 data, contig 00015 [0.0071] | Transcription initiation factor TFIID subunit 5 [0.0068] | Dep domain-containing protein [0.0050] | RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB1 [0.0043]"
B9J08_001867,TFIIE beta domain-containing protein,0.0196527310571989,TFIIE beta domain-containing protein [0.0197] | Transcription initiation factor TFIID subunit 7 [0.0151] | TFIIE-A_C domain-containing protein [0.0142] | SH3 domain-binding glutamic acid-rich-like protein [0.0110] | Ubiquitin-like domain-containing protein [0.0106] | General transcription factor 3C polypeptide 6 [0.0070] | Cell division cycle protein 123 [0.0054] | Transcription initiation factor TFIID subunit 7-like [0.0045] | Similar to [0.0040] | Small nuclear ribonucleoprotein [0.0036]
B9J08_001882,SLAIN motif-containing protein 2,0.0295723137879129,"SLAIN motif-containing protein 2 [0.0296] | TORC_M domain-containing protein [0.0239] | Expressed conserved protein [0.0235] | SLAIN motif family, member 2 [0.0229] | TORC_N domain-containing protein [0.0220] | Family with sequence similarity 122B [0.0210] | YTH domain-containing protein [0.0186] | Family with sequence similarity 122C [0.0176] | SLAIN motif family member 2 [0.0173] | Pleckstrin homology-like domain family B member 2 [0.0172]"
B9J08_001894,Str. FM013,0.0913931888186016,"Str. FM013 [0.0914] | Hypothetical protein [0.0448] | Expressed conserved protein [0.0417] | Similar to [0.0381] | Expressed protein [0.0138] | Hypothetical_protein [0.0121] | WGS project CBMI000000000 data, contig [0.0098] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0055] | WGS project CBMG000000000 data, contig CS5907- [0.0047] | WGS project CBME000000000 data, contig [0.0034]"
B9J08_001918,RFX-type winged-helix domain-containing protein,0.4011290845835724,RFX-type winged-helix domain-containing protein [0.4011] | Fungal_trans domain-containing protein [0.1617] | Factor arrest protein 11 [0.0360] | CUE domain-containing protein [0.0100] | Xylanolytic transcriptional activator xlnR [0.0091] | Transcription factor [0.0069] | Zn(2)-C6 fungal-type domain-containing protein [0.0061] | Chromatin structure-remodeling complex protein RSC9 [0.0047] | C2H2-type domain-containing protein [0.0045] | Ubiquitin carboxyl-terminal hydrolase 34 [0.0039]
B9J08_001932,Fibroin heavy chain,0.0403157591617447,Fibroin heavy chain [0.0403] | Cell surface protein [0.0327] | Circumsporozoite protein [0.0247] | Fibroin heavy chain-like [0.0147] | Collagen triple helix repeat protein [0.0140] | Collagen triple helix repeat-containing protein [0.0115] | Glycine-rich cell wall structural protein 1.8-like [0.0109] | Stress protein DDR48 [0.0103] | Hemagglutinin [0.0095] | Collagen triple helix repeat family protein [0.0069]
B9J08_001942,Hypothetical_protein,0.0731588394861456,Hypothetical_protein [0.0732] | Protein SCM3 [0.0631] | Protein IFH1 [0.0208] | Hypothetical protein [0.0204] | Protein starmaker-like [0.0176] | Protein mms22 [0.0161] | Protein SBE2 [0.0135] | Protein starmaker [0.0129] | Protein CHROMATIN REMODELING 20 [0.0075] | Transcription factor [0.0071]
B9J08_001949,Str. FM013,0.0925568338109402,"Str. FM013 [0.0926] | Secreted protein [0.0846] | Similar to [0.0759] | Ectomycorrhiza-regulated small secreted protein [0.0223] | WGS project CBMI000000000 data, contig [0.0108] | Cell wall mannoprotein [0.0103] | Cell wall protein [0.0069] | WGS project CABT00000000 data, contig 2.2 [0.0042] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0037] | WGS project CABT00000000 data, contig 2.4 [0.0036]"
B9J08_001954,BRCT domain-containing protein,0.1649358533160662,BRCT domain-containing protein [0.1649] | Protein transport protein sec16 [0.0857] | Rab-GAP TBC domain-containing protein [0.0672] | DUF3818 domain-containing protein [0.0453] | PH domain-containing protein [0.0373] | Mus7/MMS22 family-domain-containing protein [0.0233] | Protein FYV8 [0.0195] | Similar to [0.0124] | Protein FYV10 [0.0102] | Rab-GTPase-TBC domain-containing protein [0.0076]
B9J08_001962,TORC_N domain-containing protein,0.2859237777656186,TORC_N domain-containing protein [0.2859] | Hypothetical protein [0.0409] | GATA-type domain-containing protein [0.0342] | Growth-regulating factor [0.0252] | TORC_M domain-containing protein [0.0227] | Ovule protein [0.0142] | Transcription factor [0.0116] | BES1_N domain-containing protein [0.0101] | Dof-type domain-containing protein [0.0082] | GATA zinc finger domain-containing protein 14 [0.0026]
B9J08_001970,LisH domain-containing protein,0.9612094350853858,LisH domain-containing protein [0.9612] | LisH protein [0.0026] | Transcriptional activator FLO8 [0.0019] | Related to LisH domain-containing protein [0.0018] | Transcriptional regulatory protein [0.0013] | Transcription activator MSS11 [0.0011] | Transcription factor [0.0010] | LisH [0.0008] | Related to transcription activator MSS11 [0.0006] | Transcriptional regulator [0.0005]
B9J08_001978,DUF4234 domain-containing protein,0.2632348470618642,DUF4234 domain-containing protein [0.2632] | Transcriptional regulator [0.0429] | FlhB HrpN YscU SpaS family protein [0.0304] | DUF4201 domain-containing protein [0.0274] | DUF1206 domain-containing protein [0.0258] | Hypothetical membrane protein [0.0227] | Transmembrane protein [0.0187] | DUF4179 domain-containing protein [0.0183] | DUF202 domain-containing protein [0.0136] | EscU/YscU/HrcU family type III secretion system export apparatus switch protein [0.0111]
B9J08_001980,Remorin_N domain-containing protein,0.0384876664710015,"Remorin_N domain-containing protein [0.0385] | Hypothetical protein [0.0363] | PRP21_like_P domain-containing protein [0.0270] | Remorin [0.0193] | Remorin family protein [0.0117] | Remorin_C domain-containing protein [0.0103] | Dynein assembly factor 1, axonemal homolog [0.0088] | Histone deacetylase 14 [0.0077] | ATP synthase subunit d, mitochondrial [0.0074] | Remorin-like [0.0071]"
B9J08_001988,DUF1311 domain-containing protein,0.1191053007032208,DUF1311 domain-containing protein [0.1191] | LprI domain-containing protein [0.1082] | Phage protein [0.0351] | Hypothetical protein [0.0205] | Prophage protein [0.0140] | 19.6 kDa protein [0.0104] | DUF4413 domain-containing protein [0.0099] | Pectinesterase inhibitor domain-containing protein [0.0067] | Hypothetical phage protein [0.0065] | Pectinesterase inhibitor [0.0032]
B9J08_002007,RAP domain-containing protein,0.1125085031465221,"RAP domain-containing protein [0.1125] | Mitochondrial translation factor ATP22 [0.0467] | ATPase expression protein 1 [0.0331] | Protein PTCD3 homolog, mitochondrial [0.0209] | Translation regulator [0.0191] | ATPase expression protein 1, mitochondrial [0.0118] | FAST kinase domain-containing protein 1, mitochondrial [0.0099] | ATPase expression protein 2, mitochondrial [0.0088] | RAP protein, [0.0063] | ATPase expression protein [0.0061]"
B9J08_002012,Hypothetical_protein,0.0146988788830446,Hypothetical_protein [0.0147] | Hypothetical protein [0.0109] | YKR005C [0.0093] | IRO domain-containing protein [0.0069] | Vhs2p [0.0064] | YKR005C-like protein [0.0031] | Serine/threonine protein kinase [0.0029] | Serine/threonine-protein kinase [0.0028] | YKR005Cp-like protein [0.0028] | Integrator complex subunit 6-like [0.0025]
B9J08_002015,C3H1-type domain-containing protein,0.0905227599430841,C3H1-type domain-containing protein [0.0905] | CID domain-containing protein [0.0706] | C2 domain-containing protein [0.0548] | Serine/threonine-protein phosphatase 1 regulatory subunit 10 [0.0362] | Serine/threonine-protein kinase [0.0233] | C2 NT-type domain-containing protein [0.0191] | Serum response factor-binding protein 1 [0.0150] | Rad21_Rec8_N domain-containing protein [0.0111] | Hypothetical protein [0.0082] | Serine/threonine-protein kinase At1g09600 [0.0057]
B9J08_002021,XK-related protein,0.1066407982352273,"XK-related protein [0.1066] | Transmembrane protein [0.0922] | Transmembrane protein 208 [0.0595] | Transmembrane protein 26 [0.0531] | Vacuolar membrane protein [0.0456] | Transmembrane protein 208-like [0.0199] | Conserved plasma membrane protein [0.0194] | Transmembrane protein, [0.0184] | DUF1746 domain-containing protein [0.0161] | Lysosomal cobalamin transporter [0.0143]"
B9J08_002028,Histidine kinase,0.5001204745465493,Histidine kinase [0.5001] | 2TM domain-containing protein [0.0970] | DUF485 domain-containing protein [0.0758] | DUF202 domain-containing protein [0.0630] | DUF3955 domain-containing protein [0.0315] | Conserved hypothetical membrane protein [0.0130] | Transmembrane protein [0.0116] | Group-specific protein [0.0101] | EC:2.-.-.- [0.0073] | PTS cellobiose transporter subunit IIA [0.0050]
B9J08_002031,Secreted protein,0.0963831950234432,Secreted protein [0.0964] | (pine wood nematode) hypothetical protein [0.0385] | NRF domain-containing protein [0.0295] | Egg protein [0.0262] | ZP domain-containing protein [0.0232] | 2OG-FeII_Oxy_4 domain-containing protein [0.0223] | EC:1.14.11.7 [0.0199] | 2OG-FeII_Oxy_2 domain-containing protein [0.0167] | Secreted phosphoprotein 24 [0.0104] | Bifunctional isocitrate dehydrogenase kinase/phosphatase [0.0080]
B9J08_002036,Peroxisomal membrane protein PEX17,0.0300676235296841,Peroxisomal membrane protein PEX17 [0.0301] | Retrovirus-related Pol polyprotein from transposon TNT 1-94 [0.0292] | Peroxin-5 [0.0281] | GCR1_C domain-containing protein [0.0182] | Peroxisomal membrane protein PEX23 [0.0177] | Reverse transcriptase Ty1/copia-type domain-containing protein [0.0141] | RING-type domain-containing protein [0.0135] | Peroxisomal membrane protein PEX5 [0.0106] | Reverse transcriptase [0.0084] | ATP-dependent DNA helicase [0.0070]
B9J08_002037,Suppressor protein SRP40-like,0.1311940358736008,Suppressor protein SRP40-like [0.1312] | Suppressor protein SRP40 [0.0559] | Dentin sialophosphoprotein-like [0.0446] | Hypothetical protein [0.0220] | Hypothetical_protein [0.0184] | Dentin sialophosphoprotein [0.0163] | Suppressor protein SRP40-like protein [0.0104] | Small vasohibin-binding protein [0.0081] | Small conductance calcium-activated potassium channel protein [0.0043] | Protein BIG GRAIN 1-like A [0.0038]
B9J08_002049,Hypothetical_protein,0.1403688518873466,"Hypothetical_protein [0.1404] | Hypothetical protein [0.0833] | DUF2040 domain-containing protein [0.0308] | Hypothetical conserved protein [0.0190] | Clathrin light chain [0.0168] | WGS project CCBQ000000000 data, contig 00015 [0.0110] | Coiled-coil domain-containing protein [0.0110] | WGS project CCBQ000000000 data, contig 00106 [0.0066] | WGS project CCBQ000000000 data, contig 00107 [0.0063] | ADP-ribosylation factor GTPase-activating protein [0.0046]"
B9J08_002055,Transmembrane protein,0.0568836740559475,"Transmembrane protein [0.0569] | Transmembrane protein, [0.0297] | Ovule protein [0.0295] | Syndecan [0.0254] | (thale cress) hypothetical protein [0.0228] | FK506-binding protein 5-like [0.0120] | Syndecan domain-containing protein [0.0108] | FK506-binding protein 4-like [0.0045] | FK506-binding protein 3-like [0.0039] | Syndecan-1 [0.0033]"
