Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,Beam_Count,Beam_Unique_Normalised_Labels,Beam_Top_Label_Repetition_Count,Beam_Exact_Lexical_Coherence,Beam_Most_Repeated_Normalised_Label,Beam_Normalised_Labels,Suspicious_Output_Reason,Suspicious_Output_Rule_Match,Ortholog_Count_Quartile_Bin,Protein_Length_Quartile_Bin
B9J08_005574,B9J08_005574,B9J08_005574-t37_1,hypothetical protein,537,6,0,Signaling mucin MSB2,0.0681994710518195,"Signaling mucin MSB2 [0.0682] | MUC1-Extracellular alpha-1,4-glucan glucosidase [0.0397] | Hyphally regulated cell wall protein 1 [0.0294] | Hypothetical_protein [0.0240] | MUC1 (Extracellular alpha-1,4-glucan glucosidase) [0.0173] | Basic proline-rich protein [0.0155] | Chitinase [0.0131] | Mucin-19-like [0.0124] | Mucin family signaling protein [0.0122] | Hyphally regulated cell wall protein 1-like [0.0122]",False,False,False,False,GO:0005575,cellular_component,0.9462,1,GO:0005618,cell wall,0.7497,4,17,12,10,cell wall | external encapsulating structure | fungal-type cell wall | cell surface | multi-organism process | extracellular region | biological adhesion | interspecies interaction between organisms | anchored component of membrane | intrinsic component of membrane | pathogenesis | cell adhesion,True,True,True,3,10,10,1,0.1,"basic proline rich protein | chitinase | hyphally regulated cell wall protein 1 | hyphally regulated cell wall protein 1 like | hypothetical protein | muc1 (extracellular alpha 1,4 glucan glucosidase) | muc1 extracellular alpha 1,4 glucan glucosidase | mucin 19 like | mucin family signaling protein | signaling mucin msb2","signaling mucin msb2 | muc1 extracellular alpha 1,4 glucan glucosidase | hyphally regulated cell wall protein 1 | hypothetical protein | muc1 (extracellular alpha 1,4 glucan glucosidase) | basic proline rich protein | chitinase | mucin 19 like | mucin family signaling protein | hyphally regulated cell wall protein 1 like",,False,"(-0.001, 8.0]","(433.0, 1649.0]"
B9J08_002493,B9J08_002493,B9J08_002493-t37_1,hypothetical protein,82,47,2,Secreted protein,0.0678587507451122,"Secreted protein [0.0679] | GPI anchored protein [0.0466] | Str. FM013 [0.0362] | SSCRP protein [0.0271] | Similar to [0.0206] | GPI anchored protein, [0.0139] | SAG family member [0.0108] | WGS project CBMI000000000 data, contig [0.0072] | WGS project CABT00000000 data, contig 2.2 [0.0033] | WGS project CABT00000000 data, contig 2.1 [0.0026]",False,False,False,False,GO:0005575,cellular_component,0.9802,1,GO:0016020,membrane,0.656,4,18,13,6,membrane | intrinsic component of membrane | cell wall | external encapsulating structure | external encapsulating structure part | cell outer membrane | extracellular region | programmed cell death | anchored component of membrane | fungal-type cell wall | outer membrane | plasma membrane | apoptotic process,True,True,True,3,10,9,2,0.2,gpi anchored protein,"secreted protein | gpi anchored protein | str. fm013 | sscrp protein | similar to | gpi anchored protein | sag family member | wgs project cbmi000000000 data, contig | wgs project cabt00000000 data, contig 2.2 | wgs project cabt00000000 data, contig 2.1",,False,"(22.0, 1864.0]","(65.999, 173.0]"
B9J08_002397,B9J08_002397,B9J08_002397-t37_1,hypothetical protein,617,20,0,Claspin,0.0670928659179762,Claspin [0.0671] | Histone acetyltransferase [0.0317] | Hypothetical_protein [0.0189] | Shugoshin_C domain-containing protein [0.0170] | Bgt- [0.0111] | Something about silencing protein 10 [0.0077] | Protein SQS1 [0.0055] | Vacuolar protein sorting-associated protein 29 [0.0051] | Histone acetyltransferase KAT6B [0.0041] | SNF2-related [0.0037],False,False,False,False,GO:0005575,cellular_component,0.8713,1,GO:0044424,intracellular part,0.6631,4,17,10,1,intracellular part | organelle part | intracellular organelle part | protein binding | nuclear part | enzyme binding | protein phosphatase 1 binding | protein phosphatase inhibitor activity | nucleoplasm | membrane,True,True,True,3,10,10,1,0.1,bgt | claspin | histone acetyltransferase | histone acetyltransferase kat6b | hypothetical protein | protein sqs1 | shugoshin c domain containing protein | snf2 related | something about silencing protein 10 | vacuolar protein sorting associated protein 29,claspin | histone acetyltransferase | hypothetical protein | shugoshin c domain containing protein | bgt | something about silencing protein 10 | protein sqs1 | vacuolar protein sorting associated protein 29 | histone acetyltransferase kat6b | snf2 related,,False,"(17.0, 22.0]","(433.0, 1649.0]"
B9J08_001339,B9J08_001339,B9J08_001339-t37_1,hypothetical protein,148,147,4,Cell wall protein,0.0658296296346013,"Cell wall protein [0.0658] | But2 domain-containing protein [0.0652] | But2 family protein [0.0580] | Cell wall protein PhiA [0.0313] | SSCRP protein [0.0300] | Ribonuclease/ribotoxin [0.0276] | WGS project CBMI000000000 data, contig [0.0057] | Extracellular protein [0.0047] | Cell wall protein PGA31 [0.0044] | Cell wall [0.0042]",False,False,False,False,GO:0005575,cellular_component,0.8257,1,GO:0005198,structural molecule activity,0.7091,3,19,15,11,structural molecule activity | drug binding | extracellular region | response to stimulus | response to chemical | organic cyclic compound binding | small molecule binding | transporter activity | structural constituent of cell wall | odorant binding | heterocyclic compound binding | phthalate binding | diphenyl phthalate binding | molecular template activity | multicellular organismal process,True,True,True,3,10,10,1,0.1,"but2 domain containing protein | but2 family protein | cell wall | cell wall protein | cell wall protein pga31 | cell wall protein phia | extracellular protein | ribonuclease/ribotoxin | sscrp protein | wgs project cbmi000000000 data, contig","cell wall protein | but2 domain containing protein | but2 family protein | cell wall protein phia | sscrp protein | ribonuclease/ribotoxin | wgs project cbmi000000000 data, contig | extracellular protein | cell wall protein pga31 | cell wall",,False,"(22.0, 1864.0]","(65.999, 173.0]"
B9J08_004755,B9J08_004755,B9J08_004755-t37_1,hypothetical protein,422,5,0,Crinkler (CRN) family protein,0.0657906077228947,"Crinkler (CRN) family protein [0.0658] | Crinkler (CRN) [0.0300] | Flagellar associated protein [0.0197] | Genome assembly, chromosome: II [0.0109] | Crinkler family protein [0.0081] | DUF2326 domain-containing protein [0.0053] | Crinkler (CRN) family protein, [0.0051] | SH2_2 domain-containing protein [0.0044] | SH2 domain-containing protein [0.0041] | Flagellar associated [0.0040]",False,False,False,False,GO:0008150,biological_process,0.9727,1,GO:0044424,intracellular part,0.8684,5,19,10,9,intracellular part | cellular component organization or biogenesis | cellular component organization | intracellular organelle | intracellular membrane-bounded organelle | nucleus | cytosol | response to stimulus | membrane | metal ion binding,True,True,True,3,10,9,2,0.2,crinkler (crn) family protein,"crinkler (crn) family protein | crinkler (crn) | flagellar associated protein | genome assembly, chromosome: ii | crinkler family protein | duf2326 domain containing protein | crinkler (crn) family protein | sh2 2 domain containing protein | sh2 domain containing protein | flagellar associated",,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_001195,B9J08_001195,B9J08_001195-t37_1,hypothetical protein,1158,21,0,UDENN domain-containing protein,0.0650096922730213,UDENN domain-containing protein [0.0650] | DH domain-containing protein [0.0431] | SH2 domain-containing protein [0.0414] | EC:3.6.4.12 [0.0411] | SEC7 domain-containing protein [0.0387] | EC:3.1.3.48 [0.0372] | UBA domain-containing protein [0.0302] | Protein kinase domain-containing protein [0.0171] | DNA helicase [0.0160] | EC:3.1.-.- [0.0128],False,False,False,False,GO:0008150,biological_process,0.8419,1,GO:0050794,regulation of cellular process,0.7253,6,19,14,14,regulation of cellular process | intracellular part | regulation of biological process | cellular bud neck | organic substance metabolic process | cellular bud tip | heterochromatin organization | prospore contractile ring | organelle part | contractile ring | positive regulation of biological process | metabolic process | intracellular organelle part | signal transduction,True,True,True,3,10,10,1,0.1,dh domain containing protein | dna helicase | ec:3.1 | ec:3.1.3.48 | ec:3.6.4.12 | protein kinase domain containing protein | sec7 domain containing protein | sh2 domain containing protein | uba domain containing protein | udenn domain containing protein,udenn domain containing protein | dh domain containing protein | sh2 domain containing protein | ec:3.6.4.12 | sec7 domain containing protein | ec:3.1.3.48 | uba domain containing protein | protein kinase domain containing protein | dna helicase | ec:3.1,,False,"(17.0, 22.0]","(433.0, 1649.0]"
B9J08_004476,B9J08_004476,B9J08_004476-t37_1,hypothetical protein,284,147,4,GPI anchored serine-rich protein,0.0648183538564198,GPI anchored serine-rich protein [0.0648] | Secreted protein [0.0499] | GPI anchored protein [0.0343] | Hyphal_reg_CWP domain-containing protein [0.0232] | Flo11 domain-containing protein [0.0221] | GPI anchored serine-threonine rich protein [0.0106] | Cell wall protein [0.0106] | Gpi anchored serine-rich protein [0.0088] | GPI-anchored protein [0.0075] | Yeast-form wall Protein 1 [0.0071],False,False,False,False,GO:0005575,cellular_component,0.9572,1,GO:0031225,anchored component of membrane,0.6956,5,18,12,12,"anchored component of membrane | intrinsic component of membrane | membrane | cell wall | intracellular part | transferase activity | external encapsulating structure | plasma membrane | transferase activity, transferring acyl groups | fungal-type cell wall | transferase activity, transferring phosphorus-containing groups | multi-organism process",True,True,True,3,10,8,2,0.2,gpi anchored protein | gpi anchored serine rich protein,gpi anchored serine rich protein | secreted protein | gpi anchored protein | hyphal reg cwp domain containing protein | flo11 domain containing protein | gpi anchored serine threonine rich protein | cell wall protein | gpi anchored serine rich protein | gpi anchored protein | yeast form wall protein 1,,False,"(22.0, 1864.0]","(173.0, 289.0]"
B9J08_003644,B9J08_003644,B9J08_003644-t37_1,hypothetical protein,146,8,0,DDE_Tnp_1_7 domain-containing protein,0.064496201481813,"DDE_Tnp_1_7 domain-containing protein [0.0645] | Transposase, MuDR, MULE transposase domain protein [0.0212] | BESS domain-containing protein [0.0177] | Autophagy-related protein 13 [0.0109] | Protein FAR1-RELATED SEQUENCE [0.0106] | NAC domain-containing protein [0.0088] | Serine/threonine-protein kinase RIO2 [0.0043] | Autophagy-related protein 13-like [0.0040] | E2F transcription factor 7 [0.0035] | PiggyBac transposable element-derived protein 2 [0.0033]",False,False,False,False,GO:0005575,cellular_component,0.7595,1,GO:0044424,intracellular part,0.7191,3,18,11,5,intracellular part | regulation of biological quality | intracellular membrane-bounded organelle | intracellular organelle | nucleus | regulation of biological process | regulation of cellular process | cytoplasm | localization | regulation of hormone levels | cytosol,True,True,True,3,10,10,1,0.1,"autophagy related protein 13 | autophagy related protein 13 like | bess domain containing protein | dde tnp 1 7 domain containing protein | e2f transcription factor 7 | nac domain containing protein | piggybac transposable element derived protein 2 | protein far1 related sequence | serine/threonine protein kinase rio2 | transposase, mudr, mule transposase domain protein","dde tnp 1 7 domain containing protein | transposase, mudr, mule transposase domain protein | bess domain containing protein | autophagy related protein 13 | protein far1 related sequence | nac domain containing protein | serine/threonine protein kinase rio2 | autophagy related protein 13 like | e2f transcription factor 7 | piggybac transposable element derived protein 2",,False,"(-0.001, 8.0]","(65.999, 173.0]"
B9J08_004282,B9J08_004282,B9J08_004282-t37_1,hypothetical protein,263,5,0,Nucleic acid binding protein,0.0642938188397268,"Nucleic acid binding protein [0.0643] | Nucleic-acid-binding protein from transposon X-element [0.0631] | PRE_C2HC domain-containing protein [0.0281] | Retrotransposon protein, putative, unclassified [0.0221] | PARP-type domain-containing protein [0.0149] | DDE-1 domain-containing protein [0.0148] | CXXC-type domain-containing protein [0.0144] | Nucleic acid binding protein, [0.0141] | Nucleic acid binding [0.0123] | WGS project CBMI000000000 data, contig [0.0060]",False,False,False,False,GO:0008150,biological_process,0.9088,1,GO:0032502,developmental process,0.8019,2,18,12,4,developmental process | anatomical structure development | multicellular organismal process | cellular developmental process | reproductive process | cellular process involved in reproduction in multicellular organism | cation binding | intracellular part | ion binding | visual perception | organic cyclic compound binding | multicellular organism development,True,True,True,3,10,9,2,0.2,nucleic acid binding protein,"nucleic acid binding protein | nucleic acid binding protein from transposon x element | pre c2hc domain containing protein | retrotransposon protein, putative, unclassified | parp type domain containing protein | dde 1 domain containing protein | cxxc type domain containing protein | nucleic acid binding protein | nucleic acid binding | wgs project cbmi000000000 data, contig",,False,"(-0.001, 8.0]","(173.0, 289.0]"
B9J08_005394,B9J08_005394,B9J08_005394-t37_1,hypothetical protein,618,15,0,Chloride channel protein,0.0642582964031618,Chloride channel protein [0.0643] | UPF0496 protein [0.0292] | CNNM transmembrane domain-containing protein [0.0211] | VASt domain-containing protein [0.0185] | Aa_trans domain-containing protein [0.0167] | UPF0496 protein At3g19330 [0.0080] | Vacuolar iron transporter [0.0077] | UPF0496 protein At3g19330-like [0.0057] | Vacuolar iron transporter 1 [0.0057] | MRS2-like protein [0.0054],False,False,False,False,GO:0008150,biological_process,0.8747,1,GO:0044424,intracellular part,0.7408,6,20,13,13,intracellular part | heterocyclic compound binding | organic cyclic compound binding | organelle organization | anion binding | nucleoside phosphate binding | ion binding | small molecule binding | cellular component organization or biogenesis | nucleotide binding | autophagy | cellular metabolic process | metabolic process,True,True,True,3,10,10,1,0.1,aa trans domain containing protein | chloride channel protein | cnnm transmembrane domain containing protein | mrs2 like protein | upf0496 protein | upf0496 protein at3g19330 | upf0496 protein at3g19330 like | vacuolar iron transporter | vacuolar iron transporter 1 | vast domain containing protein,chloride channel protein | upf0496 protein | cnnm transmembrane domain containing protein | vast domain containing protein | aa trans domain containing protein | upf0496 protein at3g19330 | vacuolar iron transporter | upf0496 protein at3g19330 like | vacuolar iron transporter 1 | mrs2 like protein,,False,"(8.0, 17.0]","(433.0, 1649.0]"
B9J08_000783,B9J08_000783,B9J08_000783-t37_1,hypothetical protein,574,5,0,RING-type domain-containing protein,0.0626269819299089,"RING-type domain-containing protein [0.0626] | TPR_REGION domain-containing protein [0.0511] | Rab3 GTPase-activating protein catalytic subunit [0.0447] | EF-hand domain-containing protein [0.0198] | (thale cress) hypothetical protein [0.0193] | Protein kinase domain-containing protein [0.0187] | Tetratricopeptide repeat-like superfamily protein [0.0131] | Myosin heavy chain, striated muscle [0.0051] | Tetratricopeptide-like helical domain containing protein [0.0041] | Tetratricopeptide-like helical [0.0041]",False,False,False,False,GO:0008150,biological_process,0.9321,1,GO:0071704,organic substance metabolic process,0.6861,4,19,15,11,organic substance metabolic process | macromolecule metabolic process | cellular macromolecule metabolic process | cellular metabolic process | metabolic process | nitrogen compound metabolic process | primary metabolic process | cell cycle process | heterocycle metabolic process | intracellular part | reciprocal meiotic recombination | organic cyclic compound metabolic process | cellular component organization | nucleobase-containing compound metabolic process | cellular component organization or biogenesis,True,True,True,3,10,10,1,0.1,"(thale cress) hypothetical protein | ef hand domain containing protein | myosin heavy chain, striated muscle | protein kinase domain containing protein | rab3 gtpase activating protein catalytic subunit | ring type domain containing protein | tetratricopeptide like helical | tetratricopeptide like helical domain containing protein | tetratricopeptide repeat like superfamily protein | tpr region domain containing protein","ring type domain containing protein | tpr region domain containing protein | rab3 gtpase activating protein catalytic subunit | ef hand domain containing protein | (thale cress) hypothetical protein | protein kinase domain containing protein | tetratricopeptide repeat like superfamily protein | myosin heavy chain, striated muscle | tetratricopeptide like helical domain containing protein | tetratricopeptide like helical",,False,"(-0.001, 8.0]","(433.0, 1649.0]"
B9J08_003350,B9J08_003350,B9J08_003350-t37_1,hypothetical protein,125,23,0,Mediator complex subunit 9,0.0619064762845147,"Mediator complex subunit 9 [0.0619] | Mediator of RNA polymerase II transcription subunit 9 [0.0526] | KxDL domain-containing protein [0.0278] | Biogenesis of lysosome-related organelles complex 1 subunit 7 [0.0248] | WGS project CCBQ000000000 data, contig 00015 [0.0193] | Coiled-coil domain-containing protein 58 [0.0172] | BLIS1 [0.0144] | WGS project CCBQ000000000 data, contig 00106 [0.0104] | Biogenesis of lysosome-related organelles complex 1 subunit KXD1 [0.0093] | Coiled-coil domain-containing protein [0.0088]",False,False,False,False,GO:0005575,cellular_component,0.8156,1,GO:0044424,intracellular part,0.7969,2,19,13,8,intracellular part | cellular metabolic process | organic substance metabolic process | metabolic process | primary metabolic process | nitrogen compound metabolic process | intracellular protein-containing complex | macromolecule metabolic process | cytosol | cellular macromolecule metabolic process | intracellular organelle | nuclear part | intracellular organelle part,True,True,True,3,10,10,1,0.1,"biogenesis of lysosome related organelles complex 1 subunit 7 | biogenesis of lysosome related organelles complex 1 subunit kxd1 | blis1 | coiled coil domain containing protein | coiled coil domain containing protein 58 | kxdl domain containing protein | mediator complex subunit 9 | mediator of rna polymerase ii transcription subunit 9 | wgs project ccbq000000000 data, contig 00015 | wgs project ccbq000000000 data, contig 00106","mediator complex subunit 9 | mediator of rna polymerase ii transcription subunit 9 | kxdl domain containing protein | biogenesis of lysosome related organelles complex 1 subunit 7 | wgs project ccbq000000000 data, contig 00015 | coiled coil domain containing protein 58 | blis1 | wgs project ccbq000000000 data, contig 00106 | biogenesis of lysosome related organelles complex 1 subunit kxd1 | coiled coil domain containing protein",,False,"(22.0, 1864.0]","(65.999, 173.0]"
B9J08_002475,B9J08_002475,B9J08_002475-t37_1,hypothetical protein,998,580,0,RNA helicase,0.0613808707633276,RNA helicase [0.0614] | NFX1-type zinc finger-containing protein 1 [0.0438] | AAA_11 domain-containing protein [0.0437] | AAA_12 domain-containing protein [0.0378] | UvrD-like helicase ATP-binding domain-containing protein [0.0202] | RNB domain-containing protein [0.0171] | NFX1-type zinc finger-containing protein 1-like [0.0166] | RNA-dependent RNA polymerase [0.0156] | SEC63 domain-containing protein [0.0143] | Helicase sen1 [0.0130],False,False,False,False,GO:0008150,biological_process,0.8013,1,GO:0046872,metal ion binding,0.6897,5,20,14,6,metal ion binding | cation binding | ion binding | sensory perception | nervous system process | system process | sensory perception of light stimulus | cellular developmental process | visual perception | cellular component organization | transferase activity | cellular component assembly | cellular component organization or biogenesis | metabolic process,True,True,True,3,10,10,1,0.1,aaa 11 domain containing protein | aaa 12 domain containing protein | helicase sen1 | nfx1 type zinc finger containing protein 1 | nfx1 type zinc finger containing protein 1 like | rna dependent rna polymerase | rna helicase | rnb domain containing protein | sec63 domain containing protein | uvrd like helicase atp binding domain containing protein,rna helicase | nfx1 type zinc finger containing protein 1 | aaa 11 domain containing protein | aaa 12 domain containing protein | uvrd like helicase atp binding domain containing protein | rnb domain containing protein | nfx1 type zinc finger containing protein 1 like | rna dependent rna polymerase | sec63 domain containing protein | helicase sen1,,False,"(22.0, 1864.0]","(433.0, 1649.0]"
B9J08_003337,B9J08_003337,B9J08_003337-t37_1,hypothetical protein,109,16,1,Transmembrane protein,0.0611259591462971,"Transmembrane protein [0.0611] | CDP-diacylglycerol--serine O-phosphatidyltransferase [0.0298] | Exopolysaccharide synthesis, ExoD [0.0246] | Transmembrane protein, [0.0242] | Exopolysaccharide synthesis ExoD [0.0221] | Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase [0.0221] | EC:2.7.8.26 [0.0190] | Golgi apparatus membrane protein TVP23 homolog [0.0164] | EC:2.5.1.18 [0.0153] | Exopolysaccharide synthesis protein [0.0149]",False,False,False,False,GO:0044425,membrane part,0.9423,1,GO:0016021,integral component of membrane,0.9193,2,16,12,2,integral component of membrane | intrinsic component of membrane | membrane | virion membrane | host cellular component | negative regulation of proteolysis associated with antigen processing and presentation | host cell part | biological adhesion | plasma membrane | negative regulation of non-professional antigen presenting cell antigen processing and presentation | host cell membrane | viral membrane,True,True,True,3,10,9,2,0.2,transmembrane protein,"transmembrane protein | cdp diacylglycerol serine o phosphatidyltransferase | exopolysaccharide synthesis, exod | transmembrane protein | exopolysaccharide synthesis exod | exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase | ec:2.7.8.26 | golgi apparatus membrane protein tvp23 homolog | ec:2.5.1.18 | exopolysaccharide synthesis protein",,False,"(8.0, 17.0]","(65.999, 173.0]"
B9J08_000266,B9J08_000266,B9J08_000266-t37_1,hypothetical protein,324,9,0,Str. FM013,0.0610801570285603,"Str. FM013 [0.0611] | Ricin B-type lectin domain-containing protein [0.0338] | Secreted protein [0.0273] | Rieske domain-containing protein [0.0178] | Copper amine oxidase [0.0121] | WGS project CBMI000000000 data, contig [0.0114] | (Z [0.0080] | Related to cell wall protein PhiA [0.0071] | WGS project CABT00000000 data, contig 2.3 [0.0067] | WGS project CABT00000000 data, contig 2.1 [0.0063]",False,False,False,False,GO:0008150,biological_process,0.9121,1,GO:0008152,metabolic process,0.8561,3,18,13,13,metabolic process | organic substance metabolic process | carbohydrate metabolic process | cellular metabolic process | apoplast | primary metabolic process | extracellular region | cellular catabolic process | carbohydrate catabolic process | cellular carbohydrate metabolic process | catabolic process | response to stimulus | organic substance catabolic process,True,True,True,3,10,10,1,0.1,"(z | copper amine oxidase | related to cell wall protein phia | ricin b type lectin domain containing protein | rieske domain containing protein | secreted protein | str. fm013 | wgs project cabt00000000 data, contig 2.1 | wgs project cabt00000000 data, contig 2.3 | wgs project cbmi000000000 data, contig","str. fm013 | ricin b type lectin domain containing protein | secreted protein | rieske domain containing protein | copper amine oxidase | wgs project cbmi000000000 data, contig | (z | related to cell wall protein phia | wgs project cabt00000000 data, contig 2.3 | wgs project cabt00000000 data, contig 2.1",,False,"(8.0, 17.0]","(289.0, 433.0]"
B9J08_000040,B9J08_000040,B9J08_000040-t37_1,hypothetical protein,647,23,0,DUF4704 domain-containing protein,0.0609950831118475,DUF4704 domain-containing protein [0.0610] | Hypothetical_protein [0.0545] | EC:2.7.11.1 [0.0339] | DUF4042 domain-containing protein [0.0247] | Rap-GAP domain-containing protein [0.0234] | EC:3.4.19.12 [0.0225] | Integrator complex subunit 2 [0.0209] | Serine/threonine-protein kinase ATR [0.0201] | DUF1741 domain-containing protein [0.0198] | Serine/threonine-protein kinase TEL1 [0.0094],False,False,False,False,GO:0008150,biological_process,0.7931,1,GO:0071705,nitrogen compound transport,0.5431,6,20,14,5,nitrogen compound transport | intracellular part | protein localization | organic substance transport | protein-containing complex | macromolecule localization | cellular component organization or biogenesis | amide transport | intracellular organelle part | DNA binding | chromatin organization | establishment of protein localization | protein transport | cellular component organization,True,True,True,3,10,10,1,0.1,duf1741 domain containing protein | duf4042 domain containing protein | duf4704 domain containing protein | ec:2.7.11.1 | ec:3.4.19.12 | hypothetical protein | integrator complex subunit 2 | rap gap domain containing protein | serine/threonine protein kinase atr | serine/threonine protein kinase tel1,duf4704 domain containing protein | hypothetical protein | ec:2.7.11.1 | duf4042 domain containing protein | rap gap domain containing protein | ec:3.4.19.12 | integrator complex subunit 2 | serine/threonine protein kinase atr | duf1741 domain containing protein | serine/threonine protein kinase tel1,,False,"(22.0, 1864.0]","(433.0, 1649.0]"
B9J08_004418,B9J08_004418,B9J08_004418-t37_1,hypothetical protein,150,5,0,(thale cress) hypothetical protein,0.0609601042246846,"(thale cress) hypothetical protein [0.0610] | Transmembrane protein, [0.0487] | Ovule protein [0.0451] | Transmembrane protein [0.0121] | TPX2_importin domain-containing protein [0.0064] | TPX2 domain-containing protein [0.0057] | Homeodomain-like superfamily protein [0.0056] | DUF3353 domain-containing protein [0.0050] | F-box family protein [0.0016] | F-box protein [0.0016]",False,False,False,False,GO:0005575,cellular_component,0.9314,1,GO:0031224,intrinsic component of membrane,0.9011,3,16,12,7,intrinsic component of membrane | integral component of membrane | organelle part | intracellular organelle part | intracellular part | organelle membrane | membrane | mitochondrial part | organelle inner membrane | plastid membrane | leaflet of membrane bilayer | mitochondrial membrane,True,True,True,3,10,9,2,0.2,transmembrane protein,(thale cress) hypothetical protein | transmembrane protein | ovule protein | transmembrane protein | tpx2 importin domain containing protein | tpx2 domain containing protein | homeodomain like superfamily protein | duf3353 domain containing protein | f box family protein | f box protein,parenthetical organism-like prefix,True,"(-0.001, 8.0]","(65.999, 173.0]"
B9J08_005559,B9J08_005559,B9J08_005559-t37_1,hypothetical protein,166,43,5,Secreted protein,0.06064273988704,Secreted protein [0.0606] | Protein KRE1 [0.0243] | Cell wall protein [0.0225] | Fit3p [0.0157] | Extracellular conserved protein [0.0144] | Fit2p [0.0136] | Extracellular conserved serine-rich protein [0.0134] | Cell wall beta-glucan synthesis [0.0128] | GPI-anchored protein 26 [0.0062] | Fit2 [0.0051],False,False,False,False,GO:0005575,cellular_component,0.9319,1,GO:0030312,external encapsulating structure,0.7035,3,17,12,5,external encapsulating structure | cell wall | anchored component of membrane | fungal-type cell wall | extracellular region | intrinsic component of membrane | peptidoglycan-based cell wall | cell wall organization or biogenesis | cell surface | structural constituent of cell wall | cell wall organization | cellular component biogenesis,True,True,True,3,10,10,1,0.1,cell wall beta glucan synthesis | cell wall protein | extracellular conserved protein | extracellular conserved serine rich protein | fit2 | fit2p | fit3p | gpi anchored protein 26 | protein kre1 | secreted protein,secreted protein | protein kre1 | cell wall protein | fit3p | extracellular conserved protein | fit2p | extracellular conserved serine rich protein | cell wall beta glucan synthesis | gpi anchored protein 26 | fit2,,False,"(22.0, 1864.0]","(65.999, 173.0]"
B9J08_004471,B9J08_004471,B9J08_004471-t37_1,hypothetical protein,117,18,4,Str. FM013,0.0604043432097557,"Str. FM013 [0.0604] | Secreted protein [0.0567] | Hydrophobin [0.0304] | Conserved secreted protein [0.0159] | Cell wall mannoprotein 1 [0.0141] | Similar to [0.0121] | Conserved hypothetical secreted protein [0.0120] | WGS project CBMI000000000 data, contig [0.0116] | Conserved protein [0.0104] | WGS project CABT00000000 data, contig 2.2 [0.0031]",False,False,False,False,GO:0005575,cellular_component,0.8364,1,GO:0040011,locomotion,0.7178,2,17,13,6,locomotion | bacterial-type flagellum part | movement of cell or subcellular component | archaeal-type flagellum-dependent cell motility | archaeal or bacterial-type flagellum-dependent cell motility | cell motility | bacterial-type flagellum-dependent cell motility | organelle part | extracellular region | multi-organism process | cell projection part | cilium or flagellum-dependent cell motility | pathogenesis,True,True,True,3,10,10,1,0.1,"cell wall mannoprotein 1 | conserved hypothetical secreted protein | conserved protein | conserved secreted protein | hydrophobin | secreted protein | similar to | str. fm013 | wgs project cabt00000000 data, contig 2.2 | wgs project cbmi000000000 data, contig","str. fm013 | secreted protein | hydrophobin | conserved secreted protein | cell wall mannoprotein 1 | similar to | conserved hypothetical secreted protein | wgs project cbmi000000000 data, contig | conserved protein | wgs project cabt00000000 data, contig 2.2",,False,"(17.0, 22.0]","(65.999, 173.0]"
B9J08_003204,B9J08_003204,B9J08_003204-t37_1,hypothetical protein,472,33,0,Mitochondrial respiratory complex I chaperone,0.0603067222826872,"Mitochondrial respiratory complex I chaperone [0.0603] | Mitochondrial group I intron splicing factor ccm1 [0.0302] | YJR003C [0.0209] | Mitochondrial respiratory complex I chaperone, [0.0207] | Complex I intermediate-associated protein [0.0164] | YJR003C-like protein [0.0162] | Cytochrome B pre-mRNA-processing protein 6 [0.0140] | Mitochondrial respiratory complex I assembly protein [0.0119] | Mitochondrial respiratory complex I chaperone (Cia84), [0.0090] | WGS project CCBQ000000000 data, contig 00015 [0.0089]",False,False,False,False,GO:0008150,biological_process,0.6483,1,GO:0006807,nitrogen compound metabolic process,0.5217,3,19,10,3,nitrogen compound metabolic process | metabolic process | protein maturation | macromolecule metabolic process | organic substance metabolic process | intracellular part | protein metabolic process | mitochondrion | organonitrogen compound metabolic process | intracellular organelle,True,True,True,3,10,9,2,0.2,mitochondrial respiratory complex i chaperone,"mitochondrial respiratory complex i chaperone | mitochondrial group i intron splicing factor ccm1 | yjr003c | mitochondrial respiratory complex i chaperone | complex i intermediate associated protein | yjr003c like protein | cytochrome b pre mrna processing protein 6 | mitochondrial respiratory complex i assembly protein | mitochondrial respiratory complex i chaperone (cia84) | wgs project ccbq000000000 data, contig 00015",,False,"(22.0, 1864.0]","(433.0, 1649.0]"
