Gene ID,Threshold,Namespace,ProtNote Term Count,InterPro2GO Term Count,Exact Match Count,Has ProtNote Prediction,Has Exact Match,ProtNote GO Terms,InterPro2GO GO Terms,Exact Matching GO Terms
B9J08_002402,0.5,CC,2,3,2,True,True,GO:0005886;GO:0016020,GO:0000329;GO:0005886;GO:0016020,GO:0005886;GO:0016020
B9J08_002403,0.5,CC,1,12,0,True,False,GO:0005874,GO:0000776;GO:0005634;GO:0005816;GO:0005876;GO:0005881;GO:0005938;GO:0044732;GO:0070850;GO:0072686;GO:0099070;GO:1904511;GO:1990498,
B9J08_002404,0.5,CC,0,2,0,False,False,,GO:0005739;GO:0005759,
B9J08_002406,0.5,CC,0,5,0,False,False,,GO:0005634;GO:0005737;GO:0005839;GO:0019774;GO:0034515,
B9J08_002409,0.5,CC,0,4,0,False,False,,GO:0000324;GO:0005737;GO:0005783;GO:0043231,
B9J08_002410,0.5,CC,0,3,0,False,False,,GO:0005686;GO:0071011;GO:0071013,
B9J08_002411,0.5,CC,0,2,0,False,False,,GO:0008250;GO:0016020,
B9J08_002412,0.5,CC,2,4,1,True,True,GO:0005886;GO:0016020,GO:0016020;GO:0098553;GO:0098554;GO:1990578,GO:0016020
B9J08_002414,0.5,CC,0,8,0,False,False,,GO:0005737;GO:0005739;GO:0005741;GO:0005777;GO:0005829;GO:0005874;GO:0016020;GO:0032153,
B9J08_002417,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002420,0.5,CC,0,2,0,False,False,,GO:0005829;GO:0005835,
B9J08_002421,0.5,CC,2,6,0,True,False,GO:0005768;GO:0031410,GO:0000137;GO:0005770;GO:0005794;GO:0005798;GO:0005802;GO:0005829,
B9J08_002422,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005737;GO:0005829;GO:0005844,
B9J08_002423,0.5,CC,4,2,2,True,True,GO:0005634;GO:0005737;GO:0043227;GO:0043231,GO:0005634;GO:0005737,GO:0005634;GO:0005737
B9J08_002424,0.5,CC,0,8,0,False,False,,GO:0005634;GO:0005656;GO:0005737;GO:0031261;GO:0031298;GO:0042555;GO:0071162;GO:0097373,
B9J08_002425,0.5,CC,2,1,0,True,False,GO:0016020;GO:0031090,GO:0005774,
B9J08_002426,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_002427,0.5,CC,1,1,1,True,True,GO:0005737,GO:0005737,GO:0005737
B9J08_002428,0.5,CC,1,3,1,True,True,GO:0005737,GO:0005615;GO:0005737;GO:0016020,GO:0005737
B9J08_002429,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_002430,0.5,CC,0,6,0,False,False,,GO:0005634;GO:0005829;GO:0005838;GO:0008541;GO:0034399;GO:0034515,
B9J08_002431,0.5,CC,2,2,0,True,False,GO:0005737;GO:0032991,GO:0000813;GO:0005768,
B9J08_002432,0.5,CC,0,3,0,False,False,,GO:0000935;GO:0005737;GO:0032153,
B9J08_002433,0.5,CC,2,2,0,True,False,GO:0030176;GO:0031227,GO:0005737;GO:0005783,
B9J08_002434,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002435,0.5,CC,2,3,2,True,True,GO:0005886;GO:0016020,GO:0000329;GO:0005886;GO:0016020,GO:0005886;GO:0016020
B9J08_002436,0.5,CC,0,1,0,False,False,,GO:0005747,
B9J08_002437,0.5,CC,2,3,1,True,True,GO:0016020;GO:0031090,GO:0005737;GO:0005739;GO:0016020,GO:0016020
B9J08_002439,0.5,CC,3,2,1,True,True,GO:0005739;GO:0043227;GO:0043231,GO:0005739;GO:0005743,GO:0005739
B9J08_002440,0.5,CC,3,2,2,True,True,GO:0005737;GO:0016272;GO:0032991,GO:0005737;GO:0016272,GO:0005737;GO:0016272
B9J08_002442,0.5,CC,0,3,0,False,False,,GO:0005743;GO:0005758;GO:0031314,
B9J08_002443,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002444,0.5,CC,2,1,0,True,False,GO:0005886;GO:0016020,GO:0005737,
B9J08_002445,0.5,CC,0,3,0,False,False,,GO:0005829;GO:0005935;GO:0071944,
B9J08_002447,0.5,CC,5,1,1,True,True,GO:0005739;GO:0032991;GO:0043227;GO:0043231;GO:1990904,GO:0005739,GO:0005739
B9J08_002448,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_002450,0.5,CC,2,2,1,True,True,GO:0005747;GO:0045271,GO:0005747;GO:0016020,GO:0005747
B9J08_002451,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002452,0.5,CC,0,2,0,False,False,,GO:0005788;GO:0016020,
B9J08_002453,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0005739;GO:0005759,
B9J08_002454,0.5,CC,2,4,0,True,False,GO:0043227;GO:0043231,GO:0000131;GO:0005737;GO:0005933;GO:0043332,
B9J08_002455,0.5,CC,0,2,0,False,False,,GO:0000814;GO:0031902,
B9J08_002456,0.5,CC,0,2,0,False,False,,GO:0005886;GO:0016020,
B9J08_002458,0.5,CC,0,4,0,False,False,,GO:0000123;GO:0000781;GO:0005634;GO:0005737,
B9J08_002459,0.5,CC,1,3,0,True,False,GO:0016020,GO:0005886;GO:0032126;GO:0036286,
B9J08_002460,0.5,CC,1,3,0,True,False,GO:0032991,GO:0000794;GO:0005634;GO:0008278,
B9J08_002461,0.5,CC,0,2,0,False,False,,GO:0000328;GO:0005576,
B9J08_002462,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002464,0.5,CC,2,4,1,True,True,GO:0016020;GO:0031090,GO:0000329;GO:0005886;GO:0016020;GO:0033573,GO:0016020
B9J08_002465,0.5,CC,0,3,0,False,False,,GO:0005768;GO:0005774;GO:0005886,
B9J08_002466,0.5,CC,2,6,0,True,False,GO:0005886;GO:0016020,GO:0000131;GO:0005934;GO:0005935;GO:0015630;GO:0051286;GO:1990615,
B9J08_002467,0.5,CC,0,7,0,False,False,,GO:0005643;GO:0005737;GO:0005829;GO:0005934;GO:0005935;GO:0034399;GO:1990023,
B9J08_002468,0.5,CC,1,3,0,True,False,GO:0032991,GO:0000506;GO:0005783;GO:0005789,
B9J08_002469,0.5,CC,0,2,0,False,False,,GO:0005737;GO:0005951,
B9J08_002470,0.5,CC,4,5,2,True,True,GO:0005774;GO:0016020;GO:0031090;GO:0032991,GO:0005774;GO:0005829;GO:0016020;GO:0019898;GO:0031201,GO:0005774;GO:0016020
B9J08_002472,0.5,CC,3,2,0,True,False,GO:0005634;GO:0043227;GO:0043231,GO:0000444;GO:0000776,
B9J08_002473,0.5,CC,3,2,0,True,False,GO:0005739;GO:0043227;GO:0043231,GO:0005763;GO:0005840,
B9J08_002476,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002477,0.5,CC,0,3,0,False,False,,GO:0005622;GO:0005737;GO:0005829,
B9J08_002478,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_002479,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_002480,0.5,CC,0,2,0,False,False,,GO:0005886;GO:0016020,
B9J08_002481,0.5,CC,0,2,0,False,False,,GO:0005886;GO:0016020,
B9J08_002482,0.5,CC,0,1,0,False,False,,GO:0005730,
B9J08_002483,0.5,CC,0,2,0,False,False,,GO:0005730;GO:0005829,
B9J08_002484,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0010494;GO:0018444,
B9J08_002485,0.5,CC,2,5,2,True,True,GO:0005886;GO:0016020,GO:0005783;GO:0005794;GO:0005886;GO:0016020;GO:1990531,GO:0005886;GO:0016020
B9J08_002487,0.5,CC,0,5,0,False,False,,GO:0005737;GO:0005816;GO:0005935;GO:0044732;GO:0071958,
B9J08_002488,0.5,CC,0,3,0,False,False,,GO:0005777;GO:0005778;GO:1990429,
B9J08_002490,0.5,CC,4,2,0,True,False,GO:0032991;GO:0043227;GO:0043231;GO:1990904,GO:0005634;GO:0046540,
B9J08_002491,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002494,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005643;GO:0005737,
B9J08_002495,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_002496,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0005739;GO:0005829,
B9J08_002497,0.5,CC,0,8,0,False,False,,GO:0000307;GO:0005634;GO:0005737;GO:0005783;GO:0005816;GO:0005935;GO:0010494;GO:1990023,
B9J08_002499,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002501,0.5,CC,0,2,0,False,False,,GO:0005783;GO:0005789,
B9J08_002502,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005737;GO:0031371,
B9J08_002503,0.5,CC,0,5,0,False,False,,GO:0000776;GO:0005634;GO:0005635;GO:0044732;GO:0072686,
B9J08_002504,0.5,CC,2,3,0,True,False,GO:0032991;GO:1990904,GO:0005634;GO:0046540;GO:0071001,
B9J08_002505,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005730,
B9J08_002508,0.5,CC,0,2,0,False,False,,GO:0005730;GO:0030688,
B9J08_002510,0.5,CC,2,6,1,True,True,GO:0005737;GO:0016020,GO:0005634;GO:0005737;GO:0005816;GO:0005881;GO:0005938;GO:0043332,GO:0005737
B9J08_002513,0.5,CC,2,3,0,True,False,GO:0043227;GO:0043231,GO:0005737;GO:0005739;GO:0016020,
B9J08_002517,0.5,CC,0,2,0,False,False,,GO:0005789;GO:0005934,
B9J08_002518,0.5,CC,0,1,0,False,False,,GO:0070209,
B9J08_002519,0.5,CC,1,1,0,True,False,GO:0005737,GO:0005777,
B9J08_002520,0.5,CC,1,2,0,True,False,GO:0032991,GO:0005634;GO:0005737,
B9J08_002521,0.5,CC,0,4,0,False,False,,GO:0000795;GO:0005634;GO:0034506;GO:0097047,
B9J08_002524,0.5,CC,3,2,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634;GO:0005737,GO:0005634
B9J08_002526,0.5,CC,4,1,0,True,False,GO:0005634;GO:0036464;GO:0043227;GO:0043231,GO:0005737,
B9J08_002527,0.5,CC,0,4,0,False,False,,GO:0005739;GO:0005743;GO:0005758;GO:0070469,
B9J08_002528,0.5,CC,1,4,0,True,False,GO:0043227,GO:0005739;GO:0005743;GO:0005758;GO:0070469,
B9J08_002530,0.5,CC,3,1,1,True,True,GO:0005739;GO:0043227;GO:0043231,GO:0005739,GO:0005739
B9J08_002532,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002533,0.5,CC,1,1,1,True,True,GO:0005737,GO:0005737,GO:0005737
B9J08_002534,0.5,CC,0,2,0,False,False,,GO:0005783;GO:0005811,
B9J08_002535,0.5,CC,5,7,0,True,False,GO:0005634;GO:0005737;GO:0032991;GO:0043227;GO:0043231,GO:0005783;GO:0005794;GO:0030008;GO:0033106;GO:1990070;GO:1990071;GO:1990072,
B9J08_002536,0.5,CC,0,1,0,False,False,,GO:0005789,
B9J08_002537,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_002539,0.5,CC,1,2,0,True,False,GO:0032991,GO:0005634;GO:0043625,
B9J08_002542,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002544,0.5,CC,0,6,0,False,False,,GO:0001411;GO:0005635;GO:0005737;GO:0032153;GO:0043332;GO:0051286,
B9J08_002547,0.5,CC,0,2,0,False,False,,GO:0005743;GO:0031942,
B9J08_002548,0.5,CC,0,3,0,False,False,,GO:0000139;GO:0030126;GO:0030131,
B9J08_002550,0.5,CC,0,5,0,False,False,,GO:0005634;GO:0005737;GO:0005839;GO:0019774;GO:0034515,
B9J08_002551,0.5,CC,2,3,0,True,False,GO:0032991;GO:1990904,GO:0005739;GO:0005761;GO:0009353,
B9J08_002553,0.5,CC,2,2,0,True,False,GO:0032991;GO:0043227,GO:0005829;GO:0072380,
B9J08_002554,0.5,CC,1,2,0,True,False,GO:0005829,GO:0005634;GO:0005737,
B9J08_002555,0.5,CC,1,2,0,True,False,GO:0005615,GO:0005793;GO:0070062,
B9J08_002556,0.5,CC,1,1,1,True,True,GO:0005758,GO:0005758,GO:0005758
B9J08_002558,0.5,CC,0,4,0,False,False,,GO:0005737;GO:0005774;GO:0005829;GO:1990877,
B9J08_002559,0.5,CC,0,3,0,False,False,,GO:0000323;GO:0005768;GO:0034272,
B9J08_002560,0.5,CC,1,1,0,True,False,GO:0031225,GO:0009277,
B9J08_002562,0.5,CC,0,4,0,False,False,,GO:0000124;GO:0005634;GO:0005669;GO:0046695,
B9J08_002564,0.5,CC,0,2,0,False,False,,GO:0000506;GO:0016020,
B9J08_002566,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005739;GO:0005829;GO:0031966,
B9J08_002567,0.5,CC,0,1,0,False,False,,GO:0005741,
B9J08_002568,0.5,CC,0,10,0,False,False,,GO:0005576;GO:0005622;GO:0005634;GO:0005737;GO:0005739;GO:0005839;GO:0019773;GO:0034399;GO:0034515;GO:0042175,
B9J08_002569,0.5,CC,0,7,0,False,False,,GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005739;GO:0005829;GO:0035861,
B9J08_002570,0.5,CC,1,4,0,True,False,GO:0032991,GO:0005643;GO:0031965;GO:0044613;GO:0044614,
B9J08_002571,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005737;GO:0005739,
B9J08_002572,0.5,CC,3,2,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005622;GO:0005634,GO:0005634
B9J08_002573,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005829;GO:0070209;GO:0110078,
B9J08_002576,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002578,0.5,CC,4,2,1,True,True,GO:0016020;GO:0031090;GO:0043227;GO:0043231,GO:0005886;GO:0016020,GO:0016020
B9J08_002580,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0097550,
B9J08_002581,0.5,CC,0,1,0,False,False,,GO:0005886,
B9J08_002582,0.5,CC,5,4,3,True,True,GO:0005576;GO:0005618;GO:0009277;GO:0016020;GO:0031225,GO:0005576;GO:0005618;GO:0005886;GO:0031225,GO:0005576;GO:0005618;GO:0031225
B9J08_002583,0.5,CC,2,1,0,True,False,GO:0043227;GO:0043231,GO:0016020,
B9J08_002588,0.5,CC,2,2,2,True,True,GO:0005886;GO:0016020,GO:0005886;GO:0016020,GO:0005886;GO:0016020
B9J08_002589,0.5,CC,0,4,0,False,False,,GO:0005768;GO:0005829;GO:0030904;GO:0030906,
B9J08_002590,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005737;GO:0030014;GO:0030015,
B9J08_002594,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005739,
B9J08_002595,0.5,CC,0,1,0,False,False,,GO:0016586,
B9J08_002596,0.5,CC,3,4,0,True,False,GO:0005634;GO:0043227;GO:0043231,GO:0005576;GO:0005618;GO:0009277;GO:0009986,
B9J08_002597,0.5,CC,1,6,0,True,False,GO:0016020,GO:0000139;GO:0005789;GO:0005794;GO:0012507;GO:0031201;GO:0031902,
B9J08_002598,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_002599,0.5,CC,0,1,0,False,False,,GO:0005743,
B9J08_002600,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0005829;GO:0010494,
B9J08_002601,0.5,CC,0,2,0,False,False,,GO:0005840;GO:0022625,
B9J08_002602,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005737;GO:0030687,
B9J08_002603,0.5,CC,1,2,1,True,True,GO:0005634,GO:0005634;GO:0005829,GO:0005634
B9J08_002604,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005730;GO:0032040,
B9J08_002605,0.5,CC,2,4,0,True,False,GO:0032991;GO:1990904,GO:0005739;GO:0005763;GO:0005840;GO:0015935,
B9J08_002606,0.5,CC,2,1,0,True,False,GO:0005886;GO:0016020,GO:0005789,
B9J08_002607,0.5,CC,0,2,0,False,False,,GO:0005622;GO:0016020,
B9J08_002608,0.5,CC,0,11,0,False,False,,GO:0000142;GO:0001411;GO:0005826;GO:0005884;GO:0030479;GO:0032153;GO:0032432;GO:0043332;GO:0070648;GO:0110085;GO:1990819,
B9J08_002609,0.5,CC,0,7,0,False,False,,GO:0000932;GO:0005681;GO:0005688;GO:0005730;GO:0005732;GO:0046540;GO:1990726,
B9J08_002610,0.5,CC,0,1,0,False,False,,GO:0000276,
B9J08_002611,0.5,CC,0,10,0,False,False,,GO:0005737;GO:0005886;GO:0005934;GO:0005935;GO:0031520;GO:0032153;GO:0032178;GO:0035839;GO:0035841;GO:0035842,
B9J08_002612,0.5,CC,1,1,0,True,False,GO:0032991,GO:0036437,
B9J08_002614,0.5,CC,1,3,0,True,False,GO:0016020,GO:0000307;GO:0005634;GO:0005829,
B9J08_002615,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005730;GO:0005737;GO:0030686,
B9J08_002617,0.5,CC,1,2,1,True,True,GO:0016020,GO:0005783;GO:0016020,GO:0016020
B9J08_002618,0.5,CC,0,1,0,False,False,,GO:0005782,
B9J08_002619,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_002620,0.5,CC,0,1,0,False,False,,GO:1990904,
B9J08_002622,0.5,CC,2,3,0,True,False,GO:0032991;GO:1990904,GO:0005739;GO:0005762;GO:0015934,
B9J08_002628,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002629,0.5,CC,0,2,0,False,False,,GO:0005739;GO:0005948,
B9J08_002630,0.5,CC,1,2,1,True,True,GO:0005886,GO:0005886;GO:0016020,GO:0005886
B9J08_002631,0.5,CC,3,1,0,True,False,GO:0005739;GO:0043227;GO:0043231,GO:0005743,
B9J08_002633,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002634,0.5,CC,0,6,0,False,False,,GO:0000307;GO:0005634;GO:0005654;GO:0005730;GO:0008024;GO:0070692,
B9J08_002635,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0005834;GO:0005886,
B9J08_002636,0.5,CC,0,1,0,False,False,,GO:0000932,
B9J08_002637,0.5,CC,0,2,0,False,False,,GO:0000324;GO:0034270,
B9J08_002638,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002639,0.5,CC,1,5,0,True,False,GO:0032991,GO:0005743;GO:0005747;GO:0016020;GO:0045271;GO:0070469,
B9J08_002642,0.5,CC,1,3,1,True,True,GO:0005758,GO:0005737;GO:0005739;GO:0005758,GO:0005758
B9J08_002643,0.5,CC,1,1,0,True,False,GO:0005886,GO:0019867,
B9J08_002644,0.5,CC,0,3,0,False,False,,GO:0002144;GO:0005737;GO:0005829,
B9J08_002645,0.5,CC,4,1,0,True,False,GO:0005634;GO:0005737;GO:0043227;GO:0043231,GO:0005680,
B9J08_002646,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002647,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002648,0.5,CC,3,1,0,True,False,GO:0005783;GO:0030176;GO:0031227,GO:0005789,
B9J08_002649,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0030014;GO:0030015,
B9J08_002651,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_002652,0.5,CC,1,2,1,True,True,GO:0005759,GO:0005739;GO:0005759,GO:0005759
B9J08_002653,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005739,
B9J08_002659,0.5,CC,0,1,0,False,False,,GO:0016020,
B9J08_002660,0.5,CC,1,1,1,True,True,GO:0016020,GO:0016020,GO:0016020
B9J08_002661,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_002662,0.5,CC,0,3,0,False,False,,GO:0005737;GO:0016020;GO:0043231,
B9J08_002663,0.5,CC,2,1,0,True,False,GO:0016020;GO:0031090,GO:0005886,
B9J08_002664,0.5,CC,1,5,0,True,False,GO:0032991,GO:0005635;GO:0005643;GO:0005654;GO:0005816;GO:0044615,
B9J08_002666,0.5,CC,0,3,0,False,False,,GO:0000329;GO:0005789;GO:0016020,
B9J08_002667,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005643;GO:0034399;GO:0044611,
B9J08_002669,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_002671,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005737,
B9J08_002672,0.5,CC,0,3,0,False,False,,GO:0000159;GO:0005634;GO:0005737,
B9J08_002673,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005829;GO:1990112,
B9J08_002674,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_002675,0.5,CC,0,6,0,False,False,,GO:0005634;GO:0005657;GO:0005730;GO:0005739;GO:0035861;GO:0043596,
B9J08_002676,0.5,CC,0,3,0,False,False,,GO:0005935;GO:0032153;GO:0043332,
B9J08_002677,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_002678,0.5,CC,0,1,0,False,False,,GO:0005622,
B9J08_002679,0.5,CC,0,2,0,False,False,,GO:0032777;GO:0035267,
B9J08_002680,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0032153;GO:0051286,
B9J08_002682,0.5,CC,0,6,0,False,False,,GO:0005634;GO:0005737;GO:0005739;GO:0005934;GO:0005935;GO:0043332,
B9J08_002684,0.5,CC,0,1,0,False,False,,GO:0000228,
B9J08_002685,0.5,CC,3,1,1,True,True,GO:0005886;GO:0016020;GO:0043231,GO:0016020,GO:0016020
B9J08_002686,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_002687,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_002688,0.5,CC,0,5,0,False,False,,GO:0005576;GO:0005622;GO:0005737;GO:0005829;GO:0009326,
B9J08_002689,0.5,CC,0,4,0,False,False,,GO:0000329;GO:0005743;GO:0005749;GO:0031966,
B9J08_002691,0.5,CC,0,4,0,False,False,,GO:0005622;GO:0005759;GO:0005829;GO:0010494,
B9J08_002693,0.5,CC,2,3,0,True,False,GO:0032991;GO:1990904,GO:0005739;GO:0005762;GO:0005840,
B9J08_002694,0.5,CC,1,1,0,True,False,GO:0005737,GO:0005829,
B9J08_002696,0.5,CC,2,2,0,True,False,GO:0005886;GO:0016020,GO:0005783;GO:0012505,
B9J08_002697,0.5,CC,3,2,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634;GO:0005829,GO:0005634
B9J08_002698,0.5,CC,0,5,0,False,False,,GO:0005634;GO:0005737;GO:0005819;GO:0032133;GO:0051233,
B9J08_002699,0.5,CC,1,2,0,True,False,GO:0032991,GO:0000221;GO:0000329,
B9J08_002701,0.5,CC,0,1,0,False,False,,GO:1990533,
B9J08_002702,0.5,CC,0,3,0,False,False,,GO:0005783;GO:0005789;GO:0031201,
B9J08_002704,0.5,CC,0,7,0,False,False,,GO:0000974;GO:0005634;GO:0005829;GO:0071004;GO:0071006;GO:0071007;GO:0071008,
B9J08_002706,0.5,CC,0,3,0,False,False,,GO:0005739;GO:0005743;GO:0016020,
B9J08_002707,0.5,CC,0,2,0,False,False,,GO:0005737;GO:0016020,
B9J08_002708,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002710,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002711,0.5,CC,0,1,0,False,False,,GO:0034657,
B9J08_002712,0.5,CC,0,2,0,False,False,,GO:0005783;GO:0005788,
B9J08_002713,0.5,CC,3,1,0,True,False,GO:0005739;GO:0043227;GO:0043231,GO:0005778,
B9J08_002714,0.5,CC,4,2,0,True,False,GO:0005634;GO:0005737;GO:0043227;GO:0043231,GO:0005829;GO:0010494,
B9J08_002715,0.5,CC,1,3,1,True,True,GO:0016020,GO:0000324;GO:0005886;GO:0016020,GO:0016020
B9J08_002717,0.5,CC,1,1,0,True,False,GO:0043231,GO:0005737,
B9J08_002718,0.5,CC,3,2,1,True,True,GO:0005840;GO:0032991;GO:1990904,GO:0005840;GO:0022625,GO:0005840
B9J08_002719,0.5,CC,1,2,0,True,False,GO:0032991,GO:0005737;GO:0022625,
B9J08_002720,0.5,CC,1,3,1,True,True,GO:0005737,GO:0005737;GO:0005876;GO:0042729,GO:0005737
B9J08_002721,0.5,CC,0,3,0,False,False,,GO:0000408;GO:0005634;GO:0005737,
B9J08_002722,0.5,CC,1,1,0,True,False,GO:0005737,GO:0005634,
B9J08_002724,0.5,CC,1,6,0,True,False,GO:0032991,GO:0005634;GO:0005663;GO:0005829;GO:0031389;GO:0031390;GO:0031391,
B9J08_002725,0.5,CC,3,3,1,True,True,GO:0009279;GO:0016020;GO:0019867,GO:0005783;GO:0005886;GO:0016020,GO:0016020
B9J08_002728,0.5,CC,1,2,1,True,True,GO:0016592,GO:0016592;GO:0070847,GO:0016592
B9J08_002732,0.5,CC,1,3,1,True,True,GO:0005737,GO:0005737;GO:0005829;GO:0016020,GO:0005737
B9J08_002733,0.5,CC,0,2,0,False,False,,GO:0005739;GO:0005758,
B9J08_002736,0.5,CC,2,3,0,True,False,GO:0031982;GO:0043227,GO:0005794;GO:0012505;GO:0044695,
B9J08_002737,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_002738,0.5,CC,2,1,1,True,True,GO:0005886;GO:0016020,GO:0005886,GO:0005886
B9J08_002739,0.5,CC,1,2,1,True,True,GO:0005737,GO:0005634;GO:0005737,GO:0005737
B9J08_002740,0.5,CC,4,2,1,True,True,GO:0005634;GO:0005737;GO:0043227;GO:0043231,GO:0005634;GO:0031965,GO:0005634
B9J08_002741,0.5,CC,0,4,0,False,False,,GO:0005730;GO:0030686;GO:0030688;GO:0032040,
B9J08_002742,0.5,CC,0,5,0,False,False,,GO:0005737;GO:0005739;GO:0005743;GO:0016020;GO:0019898,
B9J08_002743,0.5,CC,4,5,2,True,True,GO:0005737;GO:0005815;GO:0005819;GO:0072686,GO:0005737;GO:0042729;GO:0044732;GO:0072686;GO:1990537,GO:0005737;GO:0072686
B9J08_002744,0.5,CC,1,3,0,True,False,GO:0032991,GO:0000139;GO:0005789;GO:0043529,
B9J08_002745,0.5,CC,1,3,1,True,True,GO:0016020,GO:0005739;GO:0005743;GO:0016020,GO:0016020
B9J08_002746,0.5,CC,0,3,0,False,False,,GO:0005730;GO:0031428;GO:0032040,
B9J08_002748,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_002749,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005737;GO:0043224,
B9J08_002750,0.5,CC,0,2,0,False,False,,GO:0000124;GO:0046695,
B9J08_002751,0.5,CC,0,1,0,False,False,,GO:0000151,
B9J08_002755,0.5,CC,3,2,0,True,False,GO:0005739;GO:0043227;GO:0043231,GO:0005774;GO:0031314,
B9J08_002756,0.5,CC,0,4,0,False,False,,GO:0000839;GO:0005788;GO:0005789;GO:0034099,
B9J08_002758,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005686;GO:0071004,
B9J08_002759,0.5,CC,0,2,0,False,False,,GO:0005743;GO:0016020,
B9J08_002761,0.5,CC,0,3,0,False,False,,GO:0005576;GO:0005935;GO:0009277,
B9J08_002762,0.5,CC,0,1,0,False,False,,GO:0005622,
B9J08_002763,0.5,CC,0,6,0,False,False,,GO:0005737;GO:0005783;GO:0005811;GO:0005886;GO:0010494;GO:0016020,
B9J08_002765,0.5,CC,2,2,1,True,True,GO:0005758;GO:0016020,GO:0005739;GO:0005758,GO:0005758
B9J08_002766,0.5,CC,1,4,0,True,False,GO:0043227,GO:0005769;GO:0005794;GO:0005802;GO:1990071,
B9J08_002767,0.5,CC,1,5,0,True,False,GO:0032991,GO:0005634;GO:0005737;GO:0005839;GO:0019774;GO:0034515,
